
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9706  4.2932e-06    0.21
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3884     0.3897  1.7662e-06    0.34
cell(3_y)              0.1515     0.1510  2.6522e-07    0.34
cell(3_z)              0.3787     0.3811  5.6169e-06    0.63
cell(4_x)              0.3884     0.3896  1.3619e-06    0.30
cell(4_y)              0.1515     0.1509  4.0960e-07    0.42
cell(4_z)              0.3787     0.3812  6.1108e-06    0.65
cell(Volume)        1266.1264  1289.0931  5.2747e+02    1.81
cell(a)               10.8183    10.8833  4.2277e-03    0.60
cell(b)               10.8183    10.8833  4.2277e-03    0.60
cell(c)               10.8183    10.8833  4.2277e-03    0.60
-------------------------------------------------------------
TbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0641     0.0312  1.0842e-03   51.37
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4840     0.4952  1.2605e-04    2.32
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4640     0.4693  2.8069e-05    1.14
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6035     0.5781  6.4440e-04    4.21
cell(4_x)              0.3026     0.2910  1.3551e-04    3.85
cell(4_y)              0.0538     0.0413  1.5655e-04   23.26
cell(4_z)              0.1950     0.2076  1.5921e-04    6.47
cell(5_x)              0.4640     0.4689  2.4206e-05    1.06
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6035     0.5784  6.3197e-04    4.17
cell(6_x)              0.3026     0.2911  1.3165e-04    3.79
cell(6_y)              0.0538     0.0414  1.5260e-04   22.96
cell(6_z)              0.1950     0.2076  1.5813e-04    6.45
cell(Volume)         227.7998   236.4407  7.4665e+01    3.79
cell(a)                5.6020     5.5508  2.6169e-03    0.91
cell(b)                7.6350     7.7697  1.8157e-02    1.76
cell(c)                5.3260     5.4822  2.4403e-02    2.93
-------------------------------------------------------------
Tb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2498     0.2487  1.1642e-06    0.43
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.3333     0.3333  0.0000e+00    0.00
cell(3_y)              0.6667     0.6667  0.0000e+00    0.00
cell(3_z)              0.6464     0.6614  2.2602e-04    2.33
cell(4_x)              0.0000     0.0000  0.0000e+00    0.00
cell(4_y)              0.0000     0.0000  0.0000e+00    0.00
cell(4_z)              0.0000     0.0000  0.0000e+00    0.00
cell(5_x)              0.3333     0.3333  0.0000e+00    0.00
cell(5_y)              0.6667     0.6667  0.0000e+00    0.00
cell(5_z)              0.6464     0.6621  2.4517e-04    2.42
cell(Volume)          70.0075    76.2922  3.9498e+01    8.98
cell(a)                3.7149     3.7976  6.8385e-03    2.23
cell(b)                3.7149     3.7976  6.8385e-03    2.23
cell(c)                5.8576     6.1085  6.2936e-02    4.28
Objective Function = 7.631766e+06
Average Percentage Relative Error = 5.915690e+00

*************************************************************
                       POINT NUMBER = 371
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0665     0.9628  8.0335e-01 1347.81
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4829     0.4934  1.1042e-04    2.18
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5395  8.1316e-04    5.58
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5889  3.9796e-04    3.51
cell(4_x)              0.2190     0.2056  1.8028e-04    6.13
cell(4_y)              0.0390     0.0473  6.9422e-05   21.36
cell(4_z)              0.2800     0.2963  2.6520e-04    5.82
cell(5_x)              0.5110     0.5399  8.3573e-04    5.66
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5892  4.0671e-04    3.54
cell(6_x)              0.2190     0.2054  1.8564e-04    6.22
cell(6_y)              0.0390     0.0475  7.2352e-05   21.81
cell(6_z)              0.2800     0.2963  2.6484e-04    5.81
cell(Volume)         226.2552   229.8756  1.3108e+01    1.60
cell(a)                5.5980     5.5149  6.9061e-03    1.48
cell(b)                7.6230     7.6968  5.4472e-03    0.97
cell(c)                5.3020     5.4156  1.2901e-02    2.14
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0706e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5301e-07    0.33
cell(3_z)              0.3795     0.3810  2.3778e-06    0.41
cell(4_x)              0.3911     0.3896  2.1170e-06    0.37
cell(4_y)              0.1515     0.1509  3.9564e-07    0.42
cell(4_z)              0.3795     0.3811  2.7159e-06    0.43
cell(Volume)        1214.7678  1246.6861  1.0188e+03    2.63
cell(a)               10.6700    10.7626  8.5833e-03    0.87
cell(b)               10.6700    10.7626  8.5833e-03    0.87
cell(c)               10.6700    10.7626  8.5833e-03    0.87
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0394  8.8352e-04   43.02
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4924  1.1746e-04    2.25
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4552  1.7239e-05    0.90
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5953  3.3749e-04    2.99
cell(4_x)              0.3059     0.2961  9.5903e-05    3.20
cell(4_y)              0.0573     0.0509  4.1538e-05   11.25
cell(4_z)              0.1910     0.2018  1.1738e-04    5.67
cell(5_x)              0.4594     0.4549  2.0557e-05    0.99
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5955  3.2964e-04    2.96
cell(6_x)              0.3059     0.2963  9.1681e-05    3.13
cell(6_y)              0.0573     0.0510  3.9225e-05   10.93
cell(6_z)              0.1910     0.2019  1.1820e-04    5.69
cell(Volume)         223.0089   226.6502  1.3259e+01    1.63
cell(a)                5.5820     5.4927  7.9693e-03    1.60
cell(b)                7.5910     7.6694  6.1525e-03    1.03
cell(c)                5.2630     5.3803  1.3753e-02    2.23
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5265e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5129e-06    0.31
cell(3_y)              0.1512     0.1510  3.8809e-08    0.13
cell(3_z)              0.3799     0.3810  1.2477e-06    0.29
cell(4_x)              0.3911     0.3897  1.9488e-06    0.36
cell(4_y)              0.1512     0.1509  1.0562e-07    0.21
cell(4_z)              0.3799     0.3811  1.5104e-06    0.32
cell(Volume)        1172.2391  1203.7922  9.9560e+02    2.69
cell(a)               10.5440    10.6378  8.7924e-03    0.89
cell(b)               10.5440    10.6378  8.7924e-03    0.89
cell(c)               10.5440    10.6378  8.7924e-03    0.89
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4668  7.2296e-04    6.11
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0053  8.4972e-05   63.57
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5321  1.7689e-08    0.02
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5796  3.3026e-04    3.04
cell(4_x)              0.1994     0.2084  8.1704e-05    4.53
cell(4_y)              0.0506     0.0422  7.0459e-05   16.59
cell(4_z)              0.3023     0.2931  8.5359e-05    3.06
cell(5_x)              0.5320     0.5325  2.8409e-07    0.10
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5798  3.2220e-04    3.00
cell(6_x)              0.1994     0.2083  7.8624e-05    4.45
cell(6_y)              0.0506     0.0424  6.7799e-05   16.27
cell(6_z)              0.3023     0.2931  8.4879e-05    3.05
cell(Volume)         231.4371   234.0363  6.7561e+00    1.12
cell(a)                5.6060     5.5376  4.6747e-03    1.22
cell(b)                7.6850     7.7384  2.8519e-03    0.69
cell(c)                5.3720     5.4615  8.0018e-03    1.67
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2794  1.3271e-06    0.41
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.1023e-06    3.14
cell(3_y)              0.3559     0.3603  1.9316e-05    1.23
cell(3_z)              0.1301     0.1311  9.5844e-07    0.75
cell(4_x)              0.0960     0.0991  9.8722e-06    3.27
cell(4_y)              0.3559     0.3605  2.0757e-05    1.28
cell(4_z)              0.1301     0.1312  1.1642e-06    0.83
cell(Volume)        1283.7630  1306.4563  5.1499e+02    1.77
cell(a)               10.8683    10.9320  4.0535e-03    0.59
cell(b)               10.8683    10.9320  4.0535e-03    0.59
cell(c)               10.8683    10.9320  4.0535e-03    0.59
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4616  8.7254e-05    1.98
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0071  1.0161e-06   16.52
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5423  9.7788e-04    6.12
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5923  5.4448e-04    4.10
cell(4_x)              0.2190     0.2047  2.0578e-04    6.55
cell(4_y)              0.0390     0.0492  1.0406e-04   26.16
cell(4_z)              0.2800     0.2973  2.9974e-04    6.18
cell(5_x)              0.5110     0.5427  1.0023e-03    6.20
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5926  5.5460e-04    4.14
cell(6_x)              0.2190     0.2044  2.1179e-04    6.65
cell(6_y)              0.0390     0.0494  1.0772e-04   26.61
cell(6_z)              0.2800     0.2973  2.9887e-04    6.17
cell(Volume)         224.3297   228.1645  1.4706e+01    1.71
cell(a)                5.5910     5.5036  7.6314e-03    1.56
cell(b)                7.6020     7.6816  6.3328e-03    1.05
cell(c)                5.2780     5.3969  1.4146e-02    2.25
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2440e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.1180e-07    0.59
cell(3_z)              0.3811     0.3810  5.0410e-09    0.02
cell(4_x)              0.3888     0.3897  7.6213e-07    0.22
cell(4_y)              0.1519     0.1509  1.0568e-06    0.68
cell(4_z)              0.3811     0.3811  1.4440e-09    0.01
cell(Volume)        1196.9246  1223.9082  7.2811e+02    2.25
cell(a)               10.6175    10.6967  6.2718e-03    0.75
cell(b)               10.6175    10.6967  6.2718e-03    0.75
cell(c)               10.6175    10.6967  6.2718e-03    0.75
-------------------------------------------------------------
LaFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4838  1.6564e-04    2.73
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0018  1.8361e-05   70.25
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5142  9.9414e-06    0.62
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5560  1.6871e-04    2.28
cell(4_x)              0.2190     0.2191  9.8010e-09    0.05
cell(4_y)              0.0390     0.0290  1.0078e-04   25.74
cell(4_z)              0.2800     0.2814  1.9768e-06    0.50
cell(5_x)              0.5110     0.5144  1.1614e-05    0.67
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5563  1.6244e-04    2.24
cell(6_x)              0.2190     0.2190  4.4100e-10    0.01
cell(6_y)              0.0390     0.0291  9.8347e-05   25.43
